id,label
11008,1.0
5298,0.998441040516
918,0.991721570492
10404,0.994177818298
884,0.132385641336
10703,6.72396890877e-06
8604,0.00213009957224
813,0.802547752857
1904,4.32673985529e-09
3384,0.999874711037
8817,0.906404316425
7341,0.0545280240476
2925,0.001313666231
4653,0.943716824055
4960,0.00102018879261
1410,0.958495378494
7488,1.0
12474,0.999295353889
2544,1.07207237879e-11
12406,0.827437341213
12447,0.790840029716
5952,0.999871492386
1321,0.999522089958
11652,0.00251661497168
10972,1.0
9006,1.0
9504,0.999998092651
4419,3.54843888647e-12
5326,0.996073722839
2923,0.0370127856731
481,1.0
10813,0.00353356357664
5477,0.99962413311
7714,1.08897324935e-06
6533,1.0
5920,0.98650187254
11893,0.999990582466
4871,0.998466789722
9744,0.744404911995
1017,0.974009394646
458,1.0
11237,0.667091667652
6442,1.0
7352,0.00117089762352
3657,0.999999523163
4433,0.470538139343
3386,0.547009706497
1175,7.08592197043e-05
1212,0.994501590729
10471,0.0648790597916
4216,0.0671578273177
12004,0.998828113079
4839,0.998124420643
4620,0.80678653717
3008,0.996542870998
12453,0.998683154583
6092,1.0
12494,1.0
644,0.000258828600636
3193,0.998574495316
8575,0.497453153133
967,1.38301015085e-08
4022,0.539797067642
6451,0.999928832054
9988,0.999999403954
9337,0.158605724573
11176,0.756674945354
1979,0.987504065037
6971,1.0
9368,0.97549200058
3252,0.043217305094
5509,1.0
3409,7.15324460998e-07
5386,0.962159276009
11865,0.999920368195
11982,0.997746884823
5488,1.0
6867,1.26895110952e-05
180,0.994918644428
3274,0.997842431068
1793,1.0
10718,9.2455331469e-05
1512,1.0
10191,0.999994635582
4612,0.0469039678574
9723,1.0
9498,0.999999046326
7133,5.54689563614e-07
7909,0.998124420643
457,0.00100106035825
6899,0.0290623251349
544,0.948164343834
1905,2.1718451535e-05
10201,0.602585554123
1960,2.58484309512e-08
5018,0.00104960158933
8463,0.566653907299
12200,0.00417244108394
6790,0.899653732777
4697,0.999972701073
10311,0.999957799911
10529,1.0
8082,0.18750475347
8629,0.999998688698
2040,0.999355852604
4182,0.0104439966381
8366,1.1091426666e-09
1530,1.0
9251,0.411846220493
4235,3.92207448385e-06
5133,0.99999332428
10492,0.999999523163
4819,0.000155828951392
1774,5.69355353879e-14
4974,1.0
12157,0.999999403954
5011,0.0275164879858
5161,0.975987434387
10870,0.999781906605
8074,5.98900429249e-10
11418,0.999218702316
4202,1.0
10712,1.81275311206e-07
8260,1.0
10032,1.0
8375,0.935718536377
7479,0.0676590278745
7696,0.999656677246
8387,0.972508132458
2528,0.999603569508
581,7.94862342612e-10
11906,3.48994255717e-08
11667,3.64623929272e-07
9348,0.00233395560645
6319,0.999994158745
7732,0.999975681305
10023,1.0
10731,0.999999046326
10153,6.63709940341e-08
9041,0.999999046326
5878,0.25785574317
3247,0.988442122936
7797,1.0
3460,0.00604632962495
8974,0.999996304512
57,1.0
3260,0.31891554594
9011,0.00770280882716
10501,0.499414414167
9115,0.944208085537
8343,0.999978780746
10709,0.989273965359
3714,1.0
4815,0.00788155663759
6428,0.999997615814
10650,8.54101642744e-08
9437,1.0
6571,0.0137540744618
5894,0.999958634377
4814,1.0
12205,0.999999642372
10791,0.00207375362515
3204,3.32405658554e-10
9880,1.0
1731,0.999936699867
4902,0.00367452786304
6946,0.999943852425
5863,3.44493074067e-08
1500,0.999967336655
379,0.994694530964
126,0.890313148499
10228,0.868580520153
32,0.952043235302
1973,0.00524466251954
10019,0.827297151089
752,0.0327673070133
8659,0.991079628468
3277,0.999999642372
3805,0.320581883192
7745,0.999987006187
10822,0.0146912178025
10257,0.216887533665
